10643305,0
10845316,0
11038966,0
11234509,0
11429835,0
11625272,0
11820431,0
12015506,0
12210356,0
12404848,4428.634875373837
12598570,32945.99217980208
12791411,29025.5530382357
12982613,32295.947896587517
13176884,29860.84031108759
13370045,28364.305774795626
13561273,21190.392833973405
13750536,0
13943668,0
14137707,0
14331580,0
14524145,0
14715508,0
14901619,0
15074214,0
15267716,0
15457438,0
15658476,0
15873214,0
16087974,0
16302763,0
16517657,0
16731800,0
16945212,0
17156890,0
17369780,0
17582986,0
17796720,0
18011162,0
18225124,0
18439563,0
18653869,0